1 1 1 Bernardo q-crq|vbz Who's
1 1 1 Bernardo a-acp there
1 1 1 Bernardo ? ?
1 1 2 Francisco uh Nay
1 1 2 Francisco , ,
1 1 2 Francisco vvb answer
1 1 2 Francisco pno11 me
1 1 2 Francisco : :
1 1 2 Francisco vvb stand
1 1 2 Francisco , ,
1 1 2 Francisco cc and
1 1 2 Francisco vvb unfold
1 1 2 Francisco px21 yourself
1 1 2 Francisco . .
1 1 3 Bernardo av-j Long
1 1 3 Bernardo vvb live
1 1 3 Bernardo dt the
1 1 3 Bernardo n1 king
1 1 3 Bernardo ! !
1 1 4 Francisco np1 Bernardo
1 1 4 Francisco ? ?
1 1 5 Bernardo pns31 He
1 1 5 Bernardo . .
1 1 6 Francisco pn22 You
1 1 6 Francisco vvb come
1 1 6 Francisco av-ds most
1 1 6 Francisco av-j carefully
1 1 6 Francisco p-acp upon
1 1 6 Francisco po22 your
1 1 6 Francisco n1 hour
1 1 6 Francisco . .
1 1 7 Bernardo pn31|vbz 'Tis
1 1 7 Bernardo av now
1 1 7 Bernardo vvn struck
1 1 7 Bernardo crd twelve
1 1 7 Bernardo ; ;
1 1 7 Bernardo vvb get
1 1 7 Bernardo pno21 thee
1 1 7 Bernardo p-acp to
1 1 7 Bernardo n1 bed
1 1 7 Bernardo , ,
1 1 7 Bernardo np1 Francisco
1 1 7 Bernardo . .
1 1 8 Francisco p-acp For
1 1 8 Francisco d this
1 1 8 Francisco n1 relief
1 1 8 Francisco av-d much
1 1 8 Francisco n2 thanks
1 1 8 Francisco : :
1 1 8 Francisco pn31|vbz 'tis
1 1 8 Francisco j bitter
1 1 8 Francisco j-jn cold
1 1 8 Francisco , ,
1 1 9 Francisco cc And
1 1 9 Francisco pns11 I
1 1 9 Francisco vbm am
1 1 9 Francisco j sick
1 1 9 Francisco pp at
1 1 9 Francisco n1 heart
1 1 9 Francisco . .
1 1 10 Bernardo vhb Have
1 1 10 Bernardo pn22 you
1 1 10 Bernardo vhn had
1 1 10 Bernardo j-jn quiet
1 1 10 Bernardo n1 guard
1 1 10 Bernardo ? ?
1 1 10 Francisco xx Not
1 1 10 Francisco dt a
1 1 10 Francisco n1 mouse
1 1 10 Francisco vvg stirring
1 1 10 Francisco . .
1 1 11 Bernardo uh-av Well
1 1 11 Bernardo , ,
1 1 11 Bernardo j good
1 1 11 Bernardo n1 night
1 1 11 Bernardo . .
1 1 12 Bernardo cs If
1 1 12 Bernardo pn22 you
1 1 12 Bernardo vdb do
1 1 12 Bernardo vvi meet
1 1 12 Bernardo np1 Horatio
1 1 12 Bernardo cc and
1 1 12 Bernardo np1 Marcellus
1 1 12 Bernardo , ,
1 1 13 Bernardo dt The
1 1 13 Bernardo n2 rivals
1 1 13 Bernardo pp-f of
1 1 13 Bernardo po11 my
1 1 13 Bernardo n1 watch
1 1 13 Bernardo , ,
1 1 13 Bernardo vvb bid
1 1 13 Bernardo pno32 them
1 1 13 Bernardo vvi make
1 1 13 Bernardo n1 haste
1 1 13 Bernardo . .
1 1 14 Francisco pns11 I
1 1 14 Francisco vvb think
1 1 14 Francisco pns11 I
1 1 14 Francisco vvb hear
1 1 14 Francisco pno32 them
1 1 14 Francisco . .
1 1 14 Francisco vvb Stand
1 1 14 Francisco , ,
1 1 14 Francisco uh ho
1 1 14 Francisco ! !
1 1 14 Francisco q-crq Who
1 1 14 Francisco vbz is
1 1 14 Francisco a-acp there
1 1 14 Francisco ? ?
1 1 15 Horatio n2 Friends
1 1 15 Horatio p-acp to
1 1 15 Horatio d this
1 1 15 Horatio n1 ground
1 1 15 Horatio . .
1 1 15 Marcellus cc And
1 1 15 Marcellus n2 liegemen
1 1 15 Marcellus p-acp to
1 1 15 Marcellus dt the
1 1 15 Marcellus np1 Dane
1 1 15 Marcellus . .
1 1 16 Francisco vvb Give
1 1 16 Francisco pn22 you
1 1 16 Francisco j good
1 1 16 Francisco n1 night
1 1 16 Francisco . .
1 1 16 Marcellus uh O
1 1 16 Marcellus , ,
1 1 16 Marcellus uh-n farewell
1 1 16 Marcellus , ,
1 1 16 Marcellus j honest
1 1 16 Marcellus n1 soldier
1 1 16 Marcellus : :
1 1 17 Marcellus q-crq Who
1 1 17 Marcellus vhz hath
1 1 17 Marcellus vvn relieved
1 1 17 Marcellus pn22 you
1 1 17 Marcellus ? ?
1 1 17 Francisco np1 Bernardo
1 1 17 Francisco vhz hath
1 1 17 Francisco po11 my
1 1 17 Francisco n1 place
1 1 17 Francisco . .
1 1 18 Francisco vvb Give
1 1 18 Francisco pn22 you
1 1 18 Francisco j good
1 1 18 Francisco n1 night
1 1 18 Francisco . .
1 1 18 Marcellus uh Holla
1 1 18 Marcellus ! !
1 1 18 Marcellus np1 Bernardo
1 1 18 Marcellus ! !
1 1 18 Bernardo vvb Say
1 1 18 Bernardo , ,
1 1 19 Bernardo q-crq What
1 1 19 Bernardo , ,
1 1 19 Bernardo vbz is
1 1 19 Bernardo np1 Horatio
1 1 19 Bernardo a-acp there
1 1 19 Bernardo ? ?
1 1 19 Horatio dt A
1 1 19 Horatio n1 piece
1 1 19 Horatio pp-f of
1 1 19 Horatio pno31 him
1 1 19 Horatio . .
1 1 20 Bernardo uh-jn Welcome
1 1 20 Bernardo , ,
1 1 20 Bernardo np1 Horatio
1 1 20 Bernardo : :
1 1 20 Bernardo uh-jn welcome
1 1 20 Bernardo , ,
1 1 20 Bernardo j good
1 1 20 Bernardo np1 Marcellus
1 1 20 Bernardo . .
1 1 21 Marcellus q-crq What
1 1 21 Marcellus , ,
1 1 21 Marcellus vhz has
1 1 21 Marcellus d this
1 1 21 Marcellus n1 thing
1 1 21 Marcellus vvn appeared
1 1 21 Marcellus av again
1 1 21 Marcellus av-an to-night
1 1 21 Marcellus ? ?
1 1 22 Bernardo pns11 I
1 1 22 Bernardo vhb have
1 1 22 Bernardo vvn seen
1 1 22 Bernardo pix nothing
1 1 22 Bernardo . .
1 1 23 Marcellus np1 Horatio
1 1 23 Marcellus vvz says
1 1 23 Marcellus pn31|vbz 'tis
1 1 23 Marcellus p-acp but
1 1 23 Marcellus po12 our
1 1 23 Marcellus n1 fantasy
1 1 23 Marcellus , ,
1 1 24 Marcellus cc And
1 1 24 Marcellus vmb will
1 1 24 Marcellus xx not
1 1 24 Marcellus vvi let
1 1 24 Marcellus n1 belief
1 1 24 Marcellus vvi take
1 1 24 Marcellus n1 hold
1 1 24 Marcellus pp-f of
1 1 24 Marcellus pno31 him
1 1 25 Marcellus vvg Touching
1 1 25 Marcellus d this
1 1 25 Marcellus j-vvn dreaded
1 1 25 Marcellus n1 sight
1 1 25 Marcellus , ,
1 1 25 Marcellus av twice
1 1 25 Marcellus vvn seen
1 1 25 Marcellus pp-f of
1 1 25 Marcellus pno12 us
1 1 25 Marcellus : :
1 1 26 Marcellus av Therefore
1 1 26 Marcellus pns11 I
1 1 26 Marcellus vhb have
1 1 26 Marcellus vvn entreated
1 1 26 Marcellus pno31 him
1 1 26 Marcellus a-acp along
1 1 27 Marcellus pp With
1 1 27 Marcellus pno12 us
1 1 27 Marcellus pc-acp to
1 1 27 Marcellus vvi watch
1 1 27 Marcellus dt the
1 1 27 Marcellus n2 minutes
1 1 27 Marcellus pp-f of
1 1 27 Marcellus d this
1 1 27 Marcellus n1 night
1 1 27 Marcellus ; ;
1 1 28 Marcellus cst That
1 1 28 Marcellus cs if
1 1 28 Marcellus av again
1 1 28 Marcellus d this
1 1 28 Marcellus n1 apparition
1 1 28 Marcellus vvb come
1 1 28 Marcellus , ,
1 1 29 Marcellus pns31 He
1 1 29 Marcellus vmb may
1 1 29 Marcellus vvi approve
1 1 29 Marcellus po12 our
1 1 29 Marcellus n2 eyes
1 1 29 Marcellus cc and
1 1 29 Marcellus vvi speak
1 1 29 Marcellus p-acp to
1 1 29 Marcellus pn31 it
1 1 29 Marcellus . .
1 1 30 Horatio uh Tush
1 1 30 Horatio , ,
1 1 30 Horatio uh tush
1 1 30 Horatio , ,
1 1 30 Horatio pn31|vmb 'twill
1 1 30 Horatio xx not
1 1 30 Horatio vvi appear
1 1 30 Horatio . .
1 1 30 Bernardo vvb Sit
1 1 30 Bernardo a-acp down
1 1 30 Bernardo av awhile
1 1 30 Bernardo ; ;
1 1 31 Bernardo cc And
1 1 31 Bernardo vvb let
1 1 31 Bernardo pno12 us
1 1 31 Bernardo a-acp once
1 1 31 Bernardo av again
1 1 31 Bernardo vvi assail
1 1 31 Bernardo po22 your
1 1 31 Bernardo n2 ears
1 1 31 Bernardo , ,
1 1 32 Bernardo cst That
1 1 32 Bernardo vbb are
1 1 32 Bernardo av so
1 1 32 Bernardo vvn fortified
1 1 32 Bernardo pp against
1 1 32 Bernardo po12 our
1 1 32 Bernardo n1 story
1 1 33 Bernardo r-crq What
1 1 33 Bernardo pns12 we
1 1 33 Bernardo vhb have
1 1 33 Bernardo crd two
1 1 33 Bernardo n2 nights
1 1 33 Bernardo vvn seen
1 1 33 Bernardo . .
1 1 33 Horatio uh-av Well
1 1 33 Horatio , ,
1 1 33 Horatio vvb sit
1 1 33 Horatio pns12 we
1 1 33 Horatio a-acp down
1 1 33 Horatio , ,
1 1 34 Horatio cc And
1 1 34 Horatio vvb let
1 1 34 Horatio pno12 us
1 1 34 Horatio vvi hear
1 1 34 Horatio np1 Bernardo
1 1 34 Horatio vvi speak
1 1 34 Horatio pp-f of
1 1 34 Horatio d this
1 1 34 Horatio . .
1 1 35 Bernardo ord Last
1 1 35 Bernardo n1 night
1 1 35 Bernardo pp-f of
1 1 35 Bernardo d all
1 1 35 Bernardo , ,
1 1 36 Bernardo c-crq When
1 1 36 Bernardo d yond
1 1 36 Bernardo d same
1 1 36 Bernardo n1 star
1 1 36 Bernardo cst|vbz that's
1 1 36 Bernardo av westward
1 1 36 Bernardo pp from
1 1 36 Bernardo dt the
1 1 36 Bernardo n1 pole
1 1 37 Bernardo vhd Had
1 1 37 Bernardo vvn made
1 1 37 Bernardo po31 his
1 1 37 Bernardo n1 course
1 1 37 Bernardo pc-acp to
1 1 37 Bernardo vvi illume
1 1 37 Bernardo d that
1 1 37 Bernardo n1 part
1 1 37 Bernardo pp-f of
1 1 37 Bernardo n1 heaven
1 1 38 Bernardo c-crq Where
1 1 38 Bernardo av now
1 1 38 Bernardo pn31 it
